doc_id,file_name,title,local_path,page_count,table_number,table_title,start_printed_page,start_page_index,end_page_index,page_span_count,page_indexes,start_pdf_page,end_pdf_page,next_table_number,next_table_start_page_index,next_later_start_page_index,topic,geography,part_or_section,subentry_count,span_flags,needs_review
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,14,"New South Wales.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",914,17,18,2,17 | 18,18,19,15,17,19,Ages,New South Wales,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,15,"Victoria.—Males of Non-European Race enumerated, at the Census of 3rd April, 1911. Classified according to Race and Age",914,17,18,2,17 | 18,18,19,16,19,19,Ages,Victoria,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,16,"Victoria.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",916,19,20,2,19 | 20,20,21,17,19,21,Ages,Victoria,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,17,"Victoria.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",916,19,20,2,19 | 20,20,21,18,21,21,Ages,Victoria,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,18,"Queensland.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",918,21,22,2,21 | 22,22,23,19,21,23,Ages,Queensland,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,19,"Queensland.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",918,21,22,2,21 | 22,22,23,20,23,23,Ages,Queensland,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,20,"Queensland.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",920,23,24,2,23 | 24,24,25,21,23,25,Ages,Queensland,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,21,"South Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",920,23,24,2,23 | 24,24,25,22,25,25,Ages,South Australia,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,22,"South Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",922,25,26,2,25 | 26,26,27,23,25,27,Ages,South Australia,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,23,"South Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",922,25,26,2,25 | 26,26,27,24,27,27,Ages,South Australia,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,24,"Western Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",924,27,28,2,27 | 28,28,29,25,27,29,Ages,Western Australia,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,25,"Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",924,27,28,2,27 | 28,28,29,26,29,29,Ages,Western Australia,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,26,"Western Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",926,29,30,2,29 | 30,30,31,27,29,31,Ages,Western Australia,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,27,"Tasmania.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",926,29,30,2,29 | 30,30,31,28,31,31,Ages,Tasmania,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,28,"Tasmania.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",928,31,32,2,31 | 32,32,33,29,31,33,Ages,Tasmania,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,29,"Tasmania.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",928,31,32,2,31 | 32,32,33,30,33,33,Ages,Tasmania,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,30,"Northern Territory.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",930,33,34,2,33 | 34,34,35,31,33,35,Ages,Northern Territory,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,31,"Northern Territory.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",930,33,34,2,33 | 34,34,35,32,35,35,Ages,Northern Territory,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,32,"Northern Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",932,35,36,2,35 | 36,36,37,33,35,37,Ages,Northern Territory,AGES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,33,"Federal Capital Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Age and Sex",932,35,36,2,35 | 36,36,37,34,37,37,Ages,Federal Capital Territory,AGES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,40,"New South Wales.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",946,49,50,2,49 | 50,50,51,41,49,51,"Race, Nationality, Length of Residence, Education and Conjugal Condition",New South Wales,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,41,"New South Wales.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",946,49,50,2,49 | 50,50,51,42,51,51,"Race, Nationality, Length of Residence, Education and Conjugal Condition",New South Wales,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,43,"Victoria.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",950,53,54,2,53 | 54,54,55,44,53,55,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Victoria,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,44,"Victoria.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",950,53,54,2,53 | 54,54,55,45,55,55,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Victoria,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,46,"Queensland.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",954,57,58,2,57 | 58,58,59,47,57,59,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Queensland,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,47,"Queensland.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",954,57,58,2,57 | 58,58,59,48,59,59,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Queensland,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,49,"South Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",958,61,62,2,61 | 62,62,63,50,61,63,"Race, Nationality, Length of Residence, Education and Conjugal Condition",South Australia,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,50,"South Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",958,61,62,2,61 | 62,62,63,51,63,63,"Race, Nationality, Length of Residence, Education and Conjugal Condition",South Australia,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,52,"Western Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",962,65,66,2,65 | 66,66,67,53,65,67,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Western Australia,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,53,"Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",962,65,66,2,65 | 66,66,67,54,67,67,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Western Australia,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,55,"Tasmania.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",966,69,70,2,69 | 70,70,71,56,69,71,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Tasmania,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,56,"Tasmania.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",966,69,70,2,69 | 70,70,71,57,71,71,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Tasmania,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,57,"Tasmania.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",968,71,72,2,71 | 72,72,73,58,71,73,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Tasmania,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,58,"Northern Territory.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",968,71,72,2,71 | 72,72,73,59,73,73,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Northern Territory,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,59,"Northern Territory.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",970,73,74,2,73 | 74,74,75,60,73,75,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Northern Territory,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,60,"Northern Territory.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race, Nationality, Length of Residence, Education and Conjugal Condition",970,73,74,2,73 | 74,74,75,61,75,75,"Race, Nationality, Length of Residence, Education and Conjugal Condition",Northern Territory,"RACE, NATIONALITY, LENGTH OF RESIDENCE, EDUCATION AND CONJUGAL CONDITION.",0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,83,"Western Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",1008,111,112,2,111 | 112,112,113,84,106,113,Birthplaces,Western Australia,BIRTHPLACES.,0,next_numbered_table_starts_before_this_table,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,85,"Tasmania.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",1010,113,114,2,113 | 114,114,115,86,113,115,Birthplaces,Tasmania,BIRTHPLACES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,86,"Northern Territory.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",1010,113,114,2,113 | 114,114,115,87,115,115,Birthplaces,Northern Territory,BIRTHPLACES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,87,"Northern Territory.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",1012,115,116,2,115 | 116,116,117,88,115,117,Birthplaces,Northern Territory,BIRTHPLACES.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,88,"Federal Capital Territory.—Males and Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Birthplace and Race",1012,115,116,2,115 | 116,116,117,89,117,117,Birthplaces,Federal Capital Territory,BIRTHPLACES.,0,same_page_as_previous_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,112,"Males of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911",1072,175,175,1,175,176,176,113,175,176,Metropolitan Areas,Metropolitan Areas of the several States of the Commonwealth,OCCUPATIONS.,0,same_page_as_next_table_start,True
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,113,"Females of Non-European Race enumerated in the Metropolitan Areas of the several States of the Commonwealth at the Census of 3rd April, 1911",1072,175,175,1,175,176,176,114,176,176,Metropolitan Areas,Metropolitan Areas of the several States of the Commonwealth,OCCUPATIONS.,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,1,"Persons enumerated in each State and Territory of the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",1077,2,2,1,2,3,3,2,2,3,Conjugal Condition,Commonwealth of Australia,Part IX Conjugal Condition,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,2,"Persons enumerated in the Commonwealth of Australia, at the Censuses of 1881, 1891, 1901, and 1911, classified according to Conjugal Condition and Sex",1077,2,2,1,2,3,3,3,3,3,Conjugal Condition,Commonwealth of Australia,Part IX Conjugal Condition,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,13,"Western Australia.—Persons enumerated in each Statistical District, at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",1094,19,19,1,19,20,20,14,19,20,Conjugal Condition,Western Australia,Part IX Conjugal Condition,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,14,"Tasmania.—Persons enumerated in each Municipality at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",1094,19,19,1,19,20,20,15,20,20,Conjugal Condition,Tasmania,Part IX Conjugal Condition,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,15,"Northern Territory.—-Persons enumerated in each County, at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",1095,20,20,1,20,21,21,16,20,21,Conjugal Condition,Northern Territory,Part IX Conjugal Condition,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,16,"Federal Capital Territory.—-Persons enumerated in each Division at the Census of 3rd April, 1911, classified according to Conjugal Condition and Sex",1095,20,20,1,20,21,21,17,21,21,Conjugal Condition,Federal Capital Territory,Part IX Conjugal Condition,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,1,"Relative Ages of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",1106,3,4,2,3 | 4,4,5,2,3,5,Relative Ages of Husbands and Wives,Commonwealth of Australia,Part X Families,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,2,"Relative Religions of Husbands and Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",1106,3,4,2,3 | 4,4,5,3,5,5,Relative Religions of Husbands and Wives,Commonwealth of Australia,Part X Families,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,7,"Ages and Issue of Husbands in the Commonwealth of Australia, at the Census of 3rd April, 1911",1136,33,34,2,33 | 34,34,35,8,33,35,Ages and Issue of Husbands,Commonwealth of Australia,Part X Families,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,8,"Ages and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",1136,33,34,2,33 | 34,34,35,9,35,35,Ages and Issue of Wives,Commonwealth of Australia,Part X Families,0,same_page_as_previous_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,9,"Religions and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",1138,35,36,2,35 | 36,36,37,10,35,37,Religions and Issue of Wives,Commonwealth of Australia,Part X Families,0,same_page_as_next_table_start,True
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,10,"Birthplaces and Issue of Wives in the Commonwealth of Australia, at the Census of 3rd April, 1911",1138,35,36,2,35 | 36,36,37,11,37,37,Birthplaces and Issue of Wives,Commonwealth of Australia,Part X Families,0,same_page_as_previous_table_start,True
