doc_id,model,table_key,table_numbers,table_titles,table_subjects,geographies,start_page_index,end_page_index,pdf_pages,printed_pages,page_count,page_roles,confidence_min,confidence_mean,notes,warnings
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_commonwealth_of_australia_to_weekly_rental_value_and_number_of_rooms_by_full_blo,,COMMONWEALTH OF AUSTRALIA to Weekly Rental Value and Number of Rooms by Full-blooded Aboriginals,"Number of dwellings containing rooms to the number of, by weekly rental value",Commonwealth of Australia,72,72,73,73,1,complete_on_page,1,1,The table title is split across two lines in the source text. The table provides data for private dwellings by number of rooms and weekly rental value.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_40,40,"OCCUPIED DWELLINGS IN THE COMMONWEALTH | Occupied Dwellings in the Commonwealth of Australia, 1911 | Dwellings other than private","Private dwellings classified by weekly rental value and number of rooms | Dwellings other than private, classified by weekly rental value and number of rooms | Number of dwellings containing rooms to the number of, by weekly rental value",Commonwealth of Australia | New South Wales,75,78,76 | 78 | 79,76 | 78 | 79,3,complete_on_page | continues,0.95,0.9833333333333333,The table header indicates 'Number of Dwellings Containing Rooms to the Number of' followed by columns 1 through 11. | The table is a continuation of a previous table showing dwellings in New South Wales. It specifically details 'Dwellings other than private'.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_state_of_new_south_wales_to_weekly_rental_value_and_number_of_rooms_solely_by_fu,,STATE OF NEW SOUTH WALES to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals.,Number of Dwellings Containing Rooms to the Number of - Private Dwellings (Private Houses and Tenements therein),New South Wales,76,76,77,1925,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table displays the number of rooms (12-20+) against weekly rental values for private dwellings in New South Wales.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_41,41,"Occupied Dwellings in at the Census of 3rd April, 1911, Classified according (Exclusive of Dwellings occupied) | Occupied dwellings in the Commonwealth of Australia | Number of Dwellings containing rooms to the number of - Dwellings other than private","Number of dwellings containing rooms to the number of weekly rental value | Dwellings other than private, classified by weekly rental value and number of rooms | Dwellings other than private by number of rooms and weekly rental value",Australia | Commonwealth of Australia | Victoria,79,82,80 | 82 | 83,1928 | 82 | 1931,3,complete_on_page | continues,0.95,0.9666666666666667,The table title appears truncated in the source document. | The table header indicates 'Occupied Dwellings in the Commonwealth of Australia' but the specific geography is implied by the document title. | The table is a continuation of a table showing dwellings other than private in Victoria. The table number is not explicitly stated on this page.,Table title is incomplete in the source document.
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_the_state_of_victoria_to_weekly_rental_value_and_number_of_rooms_solely_by_full_,,THE STATE OF VICTORIA to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Private dwellings by weekly rental value and number of rooms,Victoria,80,80,81,1929,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table itself does not have a formal number.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_42,42,"Occupied Dwellings in the Commonwealth of Australia, at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms | OCCUPIED DWELLINGS IN THE DWELLINGS OTHER THAN PRIVATE | Number of Dwellings containing rooms to the number of - Dwellings other than private","Private dwellings (private houses and tenements therein) classified by weekly rental value and number of rooms | Number of dwellings containing rooms to the number of 1 to 11, by weekly rental value | Dwellings other than private by number of rooms and weekly rental value",Commonwealth of Australia | Queensland,83,86,84 | 86 | 87,84 | 86 | 1935,3,complete_on_page | continues,0.95,0.95,"The table title is inferred from the header text '42.--OCCUPIED DWELLINGS IN... At the Census of 3rd April, 1911, Classified according to...' and the table content. | The table title is incomplete on the page, appearing as '42.—OCCUPIED DWELLINGS IN THE' followed by 'DWELLINGS OTHER THAN PRIVATE' as a sub-heading. | The page is a continuation of a table showing dwellings in Queensland. The table number is not explicitly stated on this page.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_the_state_of_queensland_to_weekly_rental_value_and_number_of_rooms_solely_by_ful,,THE STATE OF QUEENSLAND to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Private dwellings (private houses and tenements therein) by number of rooms and weekly rental value,Queensland,84,84,85,1933,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table displays the number of rooms (12 to 20+) against weekly rental value ranges.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_43,43,"OCCUPIED DWELLINGS IN THE [States/Territories missing from header] | Occupied Dwellings in the Commonwealth: Dwellings other than Private, classified according to Weekly Rental Value and Number of Rooms | Dwellings other than private","Private dwellings classified by weekly rental value and number of rooms | Dwellings other than private, classified by weekly rental value and number of rooms | Number of dwellings containing rooms to the number of 12 to 20 and over, unspecified, and total weekly rental value",Australia | Commonwealth of Australia | South Australia,87,90,88 | 90 | 91,1936 | 90 | 1939,3,complete_on_page | continues,0.9,0.95,"The table title is incomplete on the page, reading 'OCCUPIED DWELLINGS IN THE'. The geography is inferred from the document header. | The table title is incomplete on the page, reading '43.—OCCUPIED DWELLINGS IN THE'. The full context is inferred from the table content. | The table is a continuation of a table for South Australia showing dwellings other than private by number of rooms and weekly rental value.",Table title is truncated on the page.
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_private_dwellings__private_houses_and_tenements_therein__to_weekly_rental_value_,,PRIVATE DWELLINGS (PRIVATE HOUSES AND TENEMENTS THEREIN) to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Number of dwellings by number of rooms and weekly rental value,South Australia,88,88,89,1937,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table itself is titled 'PRIVATE DWELLINGS (PRIVATE HOUSES AND TENEMENTS THEREIN)'.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_44,44,OCCUPIED DWELLINGS IN THE | OCCUPIED DWELLINGS IN THE DWELLINGS OTHER THAN PRIVATE | Dwellings other than private,"Number of dwellings containing rooms to the number of weekly rental value | Number of dwellings containing rooms to the number of 1-11 by weekly rental value | Number of dwellings containing rooms to the number of 12 to 20 and over, and weekly rental value",Commonwealth of Australia | Western Australia,91,94,92 | 94 | 95,1940 | 1942 | 1943,3,complete_on_page | continues,0.95,0.9666666666666667,"The table title is incomplete on the page, appearing as 'OCCUPIED DWELLINGS IN THE'. The table provides data for private dwellings. | The table title is truncated in the header as 'OCCUPIED DWELLINGS IN THE' followed by 'DWELLINGS OTHER THAN PRIVATE' as a sub-header. | The table is a continuation of the previous page's data for Western Australia. It lists dwellings by number of rooms and weekly rental value.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_state_of_western_australia_to_weekly_rental_value_and_number_of_rooms_solely_by_,,STATE OF WESTERN AUSTRALIA to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals. PRIVATE DWELLINGS (PRIVATE HOUSES AND TENEMENTS THEREIN).,Number of private dwellings by number of rooms and weekly rental value,Western Australia,92,92,93,1941,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table displays data for Western Australia regarding private dwellings occupied solely by full-blooded aboriginals.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_45,45,"Occupied Dwellings in [States/Territories] at the Census of 3rd April, 1911, classified according to Weekly Rental Value and Number of Rooms | OCCUPIED DWELLINGS IN THE DWELLINGS OTHER THAN PRIVATE | Number of Dwellings Containing Rooms to the Number of - Dwellings other than private",Private dwellings (private houses and tenements therein) classified by weekly rental value and number of rooms | Number of dwellings containing rooms to the number of 1-11 by weekly rental value | Dwellings other than private by number of rooms and weekly rental value,Australia | Commonwealth of Australia | Tasmania,95,98,96 | 98 | 99,96 | 1946 | 1947,3,starts | complete_on_page | continues,0.95,0.9833333333333333,"The table title is incomplete on this page, ending with 'Occupied Dwellings in'. The geography is inferred from the document header. | The table title is split across two lines: '45.—OCCUPIED DWELLINGS IN THE' and 'DWELLINGS OTHER THAN PRIVATE'. | The page is a continuation of a table for the State of Tasmania. The table number is not explicitly stated on this page.",Table title is truncated on the page.
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_the_state_of_tasmania_to_weekly_rental_value_and_number_of_rooms_solely_by_full_,,THE STATE OF TASMANIA to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals.,Private dwellings by number of rooms and weekly rental value,Tasmania,96,96,97,1945,1,complete_on_page,0.95,0.95,The table title is inferred from the text block above the table. The table displays data for full-blooded aboriginals in Tasmania.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_46,46,"OCCUPIED DWELLINGS IN At the Census of 3rd April, 1911, Classified according (Exclusive of Dwellings occupied",Occupied dwellings by weekly rental value and number of rooms,Australia,99,99,100,1948,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_47,47,"OCCUPIED DWELLINGS IN At the Census of 3rd April, 1911, Classified according (Exclusive of Dwellings occupied",Occupied dwellings by weekly rental value and number of rooms,Australia,99,99,100,1948,1,complete_on_page,1,1,Includes footnotes regarding Jervis Bay.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_the_northern_territory_to_weekly_rental_value_and_number_of_rooms_solely_by_full,,THE NORTHERN TERRITORY to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Dwellings by number of rooms and weekly rental value,Northern Territory,100,100,101,1949,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_the_federal_territory_to_weekly_rental_value_and_number_of_rooms_solely_by_full_,,THE FEDERAL TERRITORY to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Dwellings by number of rooms and weekly rental value,Federal Territory,100,100,101,1949,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_48,48,"OCCUPIED PRIVATE DWELLINGS IN At the Census of 3rd April, 1911, Classified according to Weekly (Exclusive of Dwellings occupied | OCCUPIED PRIVATE DWELLINGS IN THE | Number of Dwellings Containing Rooms to the Number of... Occupied by Rent Purchasers | Occupied private dwellings in the | Number of Dwellings Containing Rooms to the Number of... Occupied by Tenants | Occupied private dwellings in the Commonwealth: Weekly rental value of dwellings containing 1 to 11 rooms, other and unspecified methods of occupancy | Number of Dwellings Containing Rooms to the Number of—Other and Unspecified Methods of Occupancy","Occupied private dwellings classified by weekly rental value and number of rooms | Number of dwellings containing rooms to the number of 1-11, by weekly rental value, occupied by rent purchasers | Dwellings occupied by rent purchasers by number of rooms and weekly rental value | Number of dwellings containing rooms to the number of, by weekly rental value, occupied by tenants | Dwellings by number of rooms and weekly rental value | Weekly rental value of occupied private dwellings by number of rooms",Australia | Commonwealth of Australia,101,108,102 | 104 | 105 | 106 | 107 | 108 | 109,1050 | 104 | 1053 | 1054 | 1955 | 1956 | 1957,7,complete_on_page | continues,0.95,0.9714285714285714,"The table title is truncated in the source document. The table shows the number of dwellings containing rooms (1 to 11) by weekly rental value. | The table title is truncated in the source document as 'OCCUPIED PRIVATE DWELLINGS IN THE'. It likely refers to the Commonwealth of Australia based on the header. | This page is a continuation of a table showing dwellings by number of rooms and rental value for the Commonwealth of Australia. The table number is not explicitly stated on this page. | This page is a continuation of a table showing dwellings by number of rooms and rental value. The table number is not explicitly stated on this page. | This page is a continuation of Table 48, specifically detailing 'Other and unspecified methods of occupancy'. | The table is a continuation of a previous table showing dwellings by number of rooms and weekly rental value for 'Other and Unspecified Methods of Occupancy'.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_rental_value__number_of_rooms_and_method_of_occupancy_solely_by_full_blooded_abo,,"Rental Value, Number of Rooms and Method of Occupancy solely by Full-blooded Aboriginals","Dwellings containing rooms by weekly rental value, occupied by owners",Commonwealth of Australia,102,102,103,103,1,complete_on_page,1,1,The table header indicates 'Number of Dwellings Containing Rooms to the Number of-' followed by columns 12 through 20 and over.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_49,49,OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES | Occupied private dwellings in the several States and Territories,Occupied private dwellings classified by weekly rental value and method of occupancy (Occupied by Owners) | Occupied private dwellings by weekly rental value and rent purchasers | Weekly rental value of occupied private dwellings by tenants | Weekly rental value of occupied private dwellings by other and unspecified methods of occupancy,Commonwealth of Australia | Australia (States and Territories),109,112,110 | 111 | 112 | 113,1958 | 1959 | 1960 | 1961,4,complete_on_page | continues,1,1,"The table title specifies 'Occupied by Owners' as the primary section on this page. | The table is a continuation of Table 49, specifically detailing occupied private dwellings by rent purchasers. | The table is marked as 'continued' on the page. | The table is a continuation of Table 49, specifically detailing 'Other and unspecified methods of occupancy'.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_50,50,"DWELLINGS OCCUPIED, UNOCCUPIED AND BEING BUILT IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA",Dwellings by occupancy status in metropolitan areas,Metropolitan areas of Australian states,113,113,114,1962,1,complete_on_page,1,1,Information incomplete owing to defective collection in certain cases.,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_51,51,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings by nature of dwelling in metropolitan areas,Metropolitan areas of Australian states,113,113,114,1962,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_52,52,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings classified according to number of rooms,Metropolitan areas of the several states of the Commonwealth of Australia,114,114,115,1963,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_53,53,OCCUPIED DWELLINGS OF 20 ROOMS AND UPWARDS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings of 20 rooms and upwards by number of rooms and metropolitan area,Metropolitan areas of Australia,115,115,116,1964,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_54,54,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings classified by materials of outer walls,Metropolitan areas of Australian states,116,116,117,1965,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_55,55,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA | OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS,"Weekly Rental Value of Private Dwellings | Dwellings other than private, classified by weekly rental value | All dwellings by weekly rental value","Metropolitan Areas of Australian States | Metropolitan Areas of Australia | Metropolitan areas of Sydney, Melbourne, Brisbane, Adelaide, Perth, and Hobart",117,119,118 | 119 | 120,118 | 1967 | 1968,3,complete_on_page | continues,1,1,"Excludes dwellings occupied solely by Full-blooded Aboriginals. | This page is a continuation of Table 55, specifically detailing dwellings other than private. | This page is a continuation of table 55, specifically detailing 'All dwellings' by weekly rental value.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_56,56,OCCUPIED PRIVATE DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA | OCCUPIED PRIVATE DWELLINGS IN THE METROPOLITAN AREAS | Occupied Private Dwellings in the Metropolitan Areas,Occupied private dwellings classified by weekly rental value and method of occupancy | Weekly rental value of occupied private dwellings by rent purchasers and tenants | Weekly rental value of occupied private dwellings | Weekly rental value and methods of occupancy,"Metropolitan areas of Australian states | Metropolitan Areas of Sydney, Melbourne, Brisbane, Adelaide, Perth, Hobart",120,123,121 | 122 | 123 | 124,1969 | 122 | 1971 | 1972,4,complete_on_page | continues,1,1,"The table title specifies 'Exclusive of Dwellings occupied solely by Full-blooded Aboriginals'. | The table is a continuation of Table 56 from previous pages. | This page continues Table 56, showing rental values for dwellings occupied by tenants and those with other/unspecified methods of occupancy. | Continuation of table 56 showing other and unspecified methods of occupancy.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_57,57,INMATES OF DWELLINGS (CLASSIFIED ACCORDING TO NUMBER OF ROOMS) IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA | INMATES OF DWELLINGS IN THE METROPOLITAN AREAS,Inmates of private dwellings and other than private dwellings by number of rooms | Inmates of dwellings by number of rooms,Metropolitan areas of Australian states | Metropolitan areas of Australia,123,124,124 | 125,1972 | 1973,2,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_58,58,INMATES OF DWELLINGS (CLASSIFIED ACCORDING TO MATERIALS OF WHICH OUTER WALLS WERE BUILT) IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Inmates of dwellings by material of outer walls,Metropolitan areas of Australia,124,124,125,1973,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_59,59,AVERAGE NUMBER OF INMATES PER OCCUPIED PRIVATE DWELLING,Average number of inmates per occupied private dwelling by number of rooms and state/region,Commonwealth of Australia,125,125,126,126,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_60,60,AVERAGE NUMBER OF INMATES PER ROOM IN OCCUPIED PRIVATE DWELLINGS,Average number of inmates per room in occupied private dwellings by number of rooms and state/region,Commonwealth of Australia,125,125,126,126,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_61,61,AVERAGE WEEKLY RENTAL VALUE OF OCCUPIED PRIVATE DWELLINGS,Average weekly rental value of occupied private dwellings by number of rooms and state/region,Commonwealth of Australia,125,125,126,126,1,complete_on_page,1,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_according_to_number_of_rooms_in_the_several_states_and_territories,,ACCORDING TO NUMBER OF ROOMS IN THE SEVERAL STATES AND TERRITORIES,Dwellings of Full-blooded Aboriginals by number of rooms,Australia,126,126,127,1975,1,complete_on_page,0.9,0.9,"The page contains three distinct tables stacked vertically, all relating to dwellings of full-blooded Aboriginals. The first table shows counts of dwellings, the second shows percentages (implied by context), and the third shows rental values.","The page contains three separate tables stacked vertically, all sharing similar headers and subjects. They are treated as a single inventory entry due to the lack of explicit table numbers."
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_62,62,AVERAGE WEEKLY RENTAL VALUE PER ROOM IN OCCUPIED PRIVATE DWELLINGS,Average weekly rental value per room,Territories of the Commonwealth of Australia,127,127,128,1976,1,complete_on_page,1,1,Exclusive of Dwellings occupied,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_63,63,AVERAGE WEEKLY RENTAL VALUE PER INMATE IN OCCUPIED PRIVATE DWELLINGS,Average weekly rental value per inmate,States and Territories of the Commonwealth of Australia,127,127,128,1976,1,complete_on_page,1,1,Exclusive of Dwellings occupied,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_dwellings__classified_according_to_number_of_rooms__in_the_several_states_and_at,,"Dwellings (classified according to number of rooms) in the several States and at the Census of 3rd April, 1911 (solely by Full-blooded Aboriginals)",Dwellings by number of rooms and state,Australia,128,128,129,1977,1,complete_on_page,0.9,0.9,"The page contains two identical table structures, likely representing different categories of dwellings (e.g., private vs other, though not explicitly labeled as such in the header). Both tables are complete on this page.","The page contains two separate tables with identical headers and titles, which is unusual. They may represent different dwelling types not explicitly distinguished in the text."
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_64,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | Occupied dwellings in each county, etc., of the several states | OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES","Number of occupied dwellings containing rooms to the number of 1 to 8, classified by private and other dwellings | Number of occupied dwellings containing rooms to the number of 1 to 8 | Number of occupied dwellings containing rooms to the number of 9 to 15 | Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, Unspecified, and Total | Number of occupied dwellings containing rooms 16 to 20 and over, unspecified, and total | Number of occupied dwellings containing rooms to the number of 1 to 15 | Number of occupied dwellings containing specified number of rooms | Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, unspecified, and total | Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, Unspecified, Total, and Other Camps without Dwellings | Occupied dwellings by number of rooms","New South Wales | Victoria | Queensland | South Australia | Western Australia | Tasmania, Northern Territory, Federal Territory | Tasmania",129,147,130 | 131 | 132 | 133 | 134 | 135 | 136 | 137 | 138 | 139 | 140 | 141 | 142 | 143 | 144 | 145 | 146 | 147 | 148,1978 | 1979 | 132 | 1981 | 134 | 1983 | 1984 | 1985 | 1986 | 1987 | 140 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996,19,starts | continues,1,1,"The table lists counties in New South Wales alphabetically from Argyle to Gunderbooka. | Table 64 continued from previous pages. | The table is a continuation of Table 64, specifically showing data for New South Wales counties. | Table continues from previous pages. Shows data for counties in New South Wales. | Table 64 continued from previous page. Includes data for counties in New South Wales from Harden to Lord Howe Island. | The table is split into two horizontal sections on the page, showing room counts 1-8 and 9-15 respectively. | Table 64 continued from previous pages. The page contains two parts of the same table, split by the number of rooms column headers. | The page is a continuation of table 64, specifically showing data for Queensland. | Table 64 continued from previous pages, specifically showing data for Queensland districts. | Table 64 continued from previous page, specifically for Queensland. | Table 64 continued from previous pages, specifically covering South Australia. | Table 64 continued from previous pages, specifically showing South Australia counties. | The table is a continuation of Table 64, specifically for South Australia. | The table is split into two horizontal sections on the page, both showing the same statistical districts but different room counts (1-8 and 9-15). | The table is split into two horizontal sections on the page. The first section covers 9-15 rooms, the second covers 16-20+ rooms, Unspecified, Total, and Other Camps. | This page is a continuation of Table 64, showing data for Tasmania, Northern Territory, and Federal Territory. | The page contains continuations of table 64 for Tasmania, Northern Territory, and Federal Territory. | The page contains continuations of Table 64 for Tasmania, Northern Territory, and Federal Territory.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_65,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA | OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES | Occupied dwellings in each county, etc., of the several states",Occupied dwellings by material of outer walls | Materials of which outer walls were built | MATERIALS OF WHICH OUTER WALLS WERE BUILT | Materials of outer walls of dwellings,"New South Wales | Victoria | Queensland | South Australia | Western Australia | Tasmania, Northern Territory, Federal Territory",148,166,149 | 150 | 151 | 152 | 153 | 154 | 155 | 156 | 157 | 158 | 159 | 160 | 161 | 162 | 163 | 164 | 165 | 166 | 167,1997 | 1998 | 1999 | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015,19,starts | continues,1,1,"The table title specifies the census date as 3rd April 1911 and excludes dwellings occupied solely by full-blooded Aboriginals. | Table 65 continued from previous pages. Shows materials of outer walls for occupied dwellings by county in New South Wales. | The table is a continuation of Table 65, showing data for counties in New South Wales. | Table 65 continues from previous pages. This page covers counties in New South Wales. | Table 65 continued from previous page. | The table is a continuation of Table 65, specifically for New South Wales. | The page contains two parts of the same table, split horizontally by material type. | The page contains two parts of the same table, split horizontally to accommodate many columns. | Page contains the continuation of Table 65 for the state of Queensland. | The table is a continuation of Table 65, specifically showing data for Queensland census districts. | This page is a continuation of Table 65, specifically showing data for Queensland census districts. | The table is a continuation of Table 65, specifically showing data for South Australia. | Table 65 continued from previous pages, specifically showing South Australia counties. | The table is split into two horizontal sections on the page, both detailing materials of outer walls for Western Australia. | The page contains two parts of the same table, split horizontally to fit the page width. | The table is a continuation of Table 65 from previous pages. | This page contains continuations of Table 65 for Tasmania, Northern Territory, and Federal Territory.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,table_66,66,"AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS IN EACH COUNTY, ETC., At the Census of 3rd April, 1911, Classified according to number of Rooms | Average weekly rental value of private dwellings containing rooms to the number of 1 to 9 | AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF 10-16 AND OVER | AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF 1-9 | DWELLINGS IN EACH COUNTY, ETC.—continued. AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF— | AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF | AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS",Average weekly rental value of private dwellings by number of rooms | Average weekly rental value of private dwellings by number of rooms and county | Average weekly rental value of private dwellings containing 1 to 9 rooms,New South Wales | Victoria and Queensland | Queensland and South Australia | Western Australia and Tasmania | Northern Territory and Federal Territory,167,177,168 | 170 | 171 | 172 | 173 | 174 | 175 | 176 | 177 | 178,2016 | 170 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025 | 2026,10,starts | continues | complete_on_page,1,1,"Table continues from previous page. The table header indicates 'I. New South Wales - continued'. | The table is a continuation of the rental value data for New South Wales counties, specifically covering counties from Inglis to Lord Howe Island. | The page contains two sections of a larger table: Victoria and Queensland. The table title is continued from previous pages. | The page contains the continuation of Table 66, showing data for Queensland and South Australia. | The page is a continuation of a table showing average weekly rental values. It contains two sections: III. Queensland and IV. South Australia. | The table continues from previous pages. It lists rental values in shillings and pence for Western Australia and Tasmania. | The table is a continuation of a larger table spanning multiple pages. It lists rental values for Western Australia and Tasmania.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,title_average_weekly_rental_value_of_private_dwellings_containing_rooms_to_the_number_,,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF,Average weekly rental value of private dwellings by number of rooms and county,New South Wales,168,168,169,2017,1,complete_on_page,1,1,The table title is descriptive rather than numbered. The page contains data for counties in New South Wales.,
