doc_id,file_name,local_path,page_count,page_index,pdf_page,candidate_table_numbers,matched_table_numbers,candidate_count,matched_count,printed_page,page_role,visible_titles,visible_subentry,visible_section,contains_multiple_tables,contains_table_header,contains_table_body,confidence,warnings,candidate_mismatch,error
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,20,21,7 | 6 | 8,6 | 7,3,2,407,boundary_multiple_tables,"Population of the State of South Australia at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia | Population of the State of Western Australia at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,26,27,9 | 8 | 10,8 | 9,3,2,413,boundary_multiple_tables,"Population of the State of Tasmania at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia | Population of the Northern Territory at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,31,32,11 | 10 | 12,10 | 11,3,2,418,boundary_multiple_tables,"Population of the Federal Capital Territory at the Census of 3rd April, 1911, Classified according to Age and Length of Residence in Australia | Metropolitan and Extra-Metropolitan Population of New South Wales at the Census of 3rd April, 1911, Classified according to Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,33,34,13 | 12 | 14 | 15,13 | 14,4,2,420,boundary_multiple_tables,"Metropolitan and Extra-Metropolitan Population of Queensland at the Census of 3rd April, 1911, Classified according to Length of Residence in Australia | Metropolitan and Extra-Metropolitan Population of South Australia at the Census of 3rd April, 1911, Classified according to Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,34,35,15 | 14 | 16 | 17,15 | 16,4,2,421,boundary_multiple_tables,"Metropolitan and Extra-Metropolitan Population of Western Australia at the Census of 3rd April, 1911, Classified according to Length of Residence in Australia | Metropolitan and Extra-Metropolitan Population of Tasmania at the Census of 3rd April, 1911, Classified according to Length of Residence in Australia",,,True,True,True,1,,False,
1911_census_volume_ii_part_iii_length_of_residence,1911 Census - Volume II - Part III Length of Residence.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part III Length of Residence.pdf,54,53,54,25 | 24,,2,0,,non_table,,,,False,False,False,1,The provided page is blank.,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,2,3,1 | 2 | 3,1 | 2,3,2,443,boundary_multiple_tables,"Number of Persons Recorded in each State and Territory of the Commonwealth, at the Census of 3rd April, 1911, Classified according to Education and Sex | Number of Persons Recorded in the Commonwealth, at the Censuses of 1891, 1901, and 1911, Classified according to Education and Sex",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,4,5,4 | 3 | 5,3 | 4,3,2,445,boundary_multiple_tables,"3.—NUMBER OF MALES RECORDED IN EACH STATE AND TERRITORY OF THE COMMONWEALTH, 1911—continued. | 4.—NUMBER OF FEMALES RECORDED IN EACH STATE AND TERRITORY OF THE COMMONWEALTH at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,7,8,6 | 5 | 7,5 | 6,3,2,448,boundary_multiple_tables,5.--NUMBER OF PERSONS RECORDED IN EACH STATE AND TERRITORY OF COMMONWEALTH--cont. | 6.--NUMBER OF MALES RECORDED IN EACH METROPOLITAN AREA OF THE COMMONWEALTH,,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,8,9,7 | 6 | 8,6 | 7,3,2,449,boundary_multiple_tables,"6.—NUMBER OF MALES RECORDED IN EACH METROPOLITAN AREA—continued. | 7 —NUMBER OF FEMALES RECORDED IN EACH METROPOLITAN AREA OF THE COMMONWEALTH at the Census of 3rd April, 1911, Classified according to Education and Age (Exclusive of Full-blooded Aboriginals).",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,9,10,8 | 7 | 9,7 | 8,3,2,450,boundary_multiple_tables,"7.-NUMBER OF FEMALES RECORDED IN EACH METROPOLITAN AREA.-continued. | 8.-NUMBER OF PERSONS RECORDED IN EACH METROPOLITAN AREA OF THE COMMONWEALTH at the Census of 3rd April, 1911, Classified according to Education and Age (Exclusive of Full-blooded Aboriginals).",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,83,84,14 | 13 | 15,13 | 14,3,2,524,boundary_multiple_tables,"13.--VICTORIA.--NUMBER OF FEMALES RECORDED IN EACH COUNTY--continued. | 14.--VICTORIA.--NUMBER OF PERSONS RECORDED IN EACH COUNTY at the Census of 3rd April, 1911, Classified according to Education and Age (Exclusive of Full-blooded Aboriginals).",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,110,111,17 | 16 | 18,16 | 17,3,2,551,boundary_multiple_tables,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Education and Age | Queensland-Number of Persons Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,134,135,20 | 19 | 21,19 | 20,3,2,575,boundary_multiple_tables,"South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Education and Age | South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,160,161,25 | 24 | 26,24 | 25,3,2,601,boundary_multiple_tables,"24.—TASMANIA.—NUMBER OF MALES RECORDED IN EACH MUNICIPALITY —continued. | 25.—TASMANIA.—NUMBER OF FEMALES RECORDED IN EACH MUNICIPALITY at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,167,168,26 | 25 | 27,25 | 26,3,2,608,boundary_multiple_tables,"25. TASMANIA. NUMBER OF FEMALES RECORDED IN EACH MUNICIPALITY—continued. | 26. TASMANIA. NUMBER OF PERSONS RECORDED IN EACH MUNICIPALITY at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,174,175,27 | 26 | 28,26 | 27,3,2,615,boundary_multiple_tables,"26.-TASMANIA.-NUMBER OF PERSONS RECORDED IN EACH MUNICIPALITY-continued. | 27.-NORTHERN TERRITORY.-NUMBER OF MALES RECORDED IN EACH COUNTY at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,175,176,28 | 27 | 29,27 | 28,3,2,616,boundary_multiple_tables,"27.—NORTHERN TERRITORY.—NUMBER OF MALES RECORDED IN EACH COUNTY—continued. | 28.—NORTHERN TERRITORY.—NUMBER OF FEMALES RECORDED IN EACH COUNTY at the Census of 3rd April, 1911, Classified according to Education and Age (Exclusive of Full-blooded Aboriginals).",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,176,177,29 | 28 | 30,28 | 29,3,2,617,boundary_multiple_tables,"28.—NORTHERN TERRITORY.—NUMBER OF FEMALES RECORDED IN EACH COUNTY—continued. | 29.—NORTHERN TERRITORY.—NUMBER OF PERSONS RECORDED IN EACH COUNTY at the Census of 3rd April, 1911, Classified according to Education and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,177,178,30 | 29 | 31,29 | 30,3,2,618,boundary_multiple_tables,29.-NORTHERN TERRITORY.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued. | 30.-FEDERAL CAPITAL TERRITORY.-NUMBER OF PERSONS RECORDED IN EACH DIVISION,,,True,True,True,1,,False,
1911_census_volume_ii_part_iv_education,1911 Census - Volume II - Part IV Education.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part IV Education.pdf,182,181,182,33 | 32,,2,0,,non_table,,,,False,False,False,1,The provided page image is blank.,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,23,24,10 | 9 | 11,9 | 10,3,2,646,boundary_multiple_tables,9.-NEW SOUTH WALES.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued. | 10.-NEW SOUTH WALES.-NUMBER OF FEMALES RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,36,37,11 | 10 | 12,10 | 11,3,2,659,boundary_multiple_tables,10.-NEW SOUTH WALES.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued. | 11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,53,54,13 | 12 | 14,12 | 13,3,2,676,boundary_multiple_tables,"12.-VICTORIA.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued. | 13.-VICTORIA-NUMBER OF FEMALES RECORDED IN EACH COUNTY At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,57,58,14 | 13 | 15,13 | 14,3,2,680,boundary_multiple_tables,13.-VICTORIA.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued. | 14.-VICTORIA.-NUMBER OF PERSONS RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,61,62,15 | 14 | 16,14 | 15,3,2,684,boundary_multiple_tables,"14. VICTORIA.—NUMBER OF PERSONS RECORDED IN EACH COUNTY—continued. | 15.—QUEENSLAND—NUMBER OF MALES RECORDED IN EACH CENSUS DISTRICT At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,74,75,17 | 16 | 18,16 | 17,3,2,697,boundary_multiple_tables,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age | Queensland-Number of Persons Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,85,86,19 | 18 | 20,18 | 19,3,2,708,boundary_multiple_tables,"South Australia-Number of Males Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age | South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,90,91,20 | 19 | 21,19 | 20,3,2,713,boundary_multiple_tables,"South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age | South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,97,98,22 | 21 | 23,21 | 22,3,2,720,boundary_multiple_tables,"21.—WESTERN AUSTRALIA.—NUMBER OF MALES RECORDED IN EACH STATISTICAL DISTRICT.—cont. | 22.—WESTERN AUSTRALIA.—NUMBER OF FEMALES RECORDED IN EACH STATISTICAL DISTRICT At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,100,101,23 | 22 | 24,22 | 23,3,2,723,boundary_multiple_tables,"Western Australia-Number of Females Recorded in each Statistical District, at the Census of 3rd April, 1911, Classified according to Schooling and Age | Western Australia- Number of Persons Recorded in each Statistical District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,103,104,24 | 23 | 25,23 | 24,3,2,726,boundary_multiple_tables,"Western Australia- Number of Persons Recorded in each Statistical District, at the Census of 3rd April, 1911, Classified according to Schooling and Age | Tasmania-Number of Males Recorded in each Municipality, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,108,109,25 | 24 | 26,24 | 25,3,2,731,boundary_multiple_tables,"24.-TASMANIA.-NUMBER OF MALES RECORDED IN EACH MUNICIPALITY-continued. | 25.-TASMANIA.-NUMBER OF FEMALES RECORDED IN EACH MUNICIPALITY At the Census of 3rd April, 1911, Classified according to Schooling and Age (Exclusive of Full-blooded Aboriginals).",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,113,114,26 | 25 | 27,25 | 26,3,2,736,boundary_multiple_tables,25.-TASMANIA.-NUMBER OF FEMALES RECORDED IN EACH MUNICIPALITY-continued. | 26.-TASMANIA.-NUMBER OF PERSONS RECORDED IN EACH MUNICIPALITY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,118,119,27 | 26 | 28,26 | 27,3,2,741,boundary_multiple_tables,"26. - TASMANIA. - NUMBER OF PERSONS RECORDED IN EACH MUNICIPALITY -- continued. | 27. - NORTHERN TERRITORY. - NUMBER OF MALES RECORDED IN EACH COUNTY At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,119,120,28 | 27 | 29 | 30,28 | 29,4,2,742,boundary_multiple_tables,"Northern Territory-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age | Northern Territory-Number of Persons Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,17,18,3 | 2 | 4,2 | 3,3,2,764,boundary_multiple_tables,"2.—FEMALE POPULATION OF THE STATES AND TERRITORIES OF THE COMMONWEALTH—continued | 3.—TOTAL POPULATION OF THE STATES AND TERRITORIES OF THE COMMONWEALTH At the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,79,80,32 | 31 | 33 | 34,32 | 33,4,2,826,boundary_multiple_tables,"Male Population of the Metropolis of each State of the Commonwealth, at the Census of 3rd April, 1911, Classified according to Religion | Female Population of the Metropolis of each State of the Commonwealth, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,80,81,34 | 33 | 35,33 | 34,3,2,827,boundary_multiple_tables,"33.—FEMALE POPULATION OF THE METROPOLIS OF EACH STATE—continued. | 34.—TOTAL POPULATION OF THE METROPOLIS OF EACH STATE OF THE COMMONWEALTH At the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,93,94,38 | 37 | 39 | 40,38 | 39,4,2,840,boundary_multiple_tables,"38.—MALE POPULATION OF THE COUNTIES OF VICTORIA, AT THE CENSUS OF 3RD APRIL, 1911, (EXCLUSIVE OF FULL-BLOOD ABORIGINALS) | 39.—FEMALE POPULATION OF THE COUNTIES OF VICTORIA, AT THE CENSUS OF 3RD APRIL, 1911, (EXCLUSIVE OF FULL-BLOOD ABORIGINALS)",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,95,96,40 | 39 | 41,39 | 40,3,2,842,boundary_multiple_tables,"Female Population of the Counties of Victoria, at the Census of 3rd April, 1911, Classified according to Religion | Total Population of the Counties of Victoria, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,103,104,44 | 43 | 45 | 46,44 | 45,4,2,850,boundary_multiple_tables,"44. MALE POPULATION OF THE COUNTIES At the Census of 3rd April, 1911, (Exclusive of Full- | 45. FEMALE POPULATION OF THE COUNTIES At the Census of 3rd April, 1911, (Exclusive of Full-",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,105,106,46 | 45 | 47,45 | 46,3,2,852,boundary_multiple_tables,"Female Population of the Counties and Division of South Australia, at the Census of 3rd April, 1911, Classified according to Religion | Total Population of the Counties and Divisions of South Australia, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,107,108,47 | 46 | 48 | 49,47 | 48,4,2,854,boundary_multiple_tables,"Male Population of the Statistical Districts of Western Australia, at the Census of 3rd April, 1911, Classified according to Religion | Female Population of the Statistical Districts of Western Australia, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,109,110,49 | 48 | 50 | 51,49 | 50,4,2,856,boundary_multiple_tables,"Total Population of the Statistical Districts of Western Australia, at the Census of 3rd April, 1911, Classified according to Religion | Male Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,110,111,49 | 48 | 50 | 51,50 | 51,4,2,857,boundary_multiple_tables,"Male Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion | Female Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,111,112,51 | 50 | 52 | 53,51 | 52,4,2,858,boundary_multiple_tables,"51.—FEMALE POPULATION OF THE At the Census of 3rd April, 1911, (Exclusive of Full- | 52.—TOTAL POPULATION OF THE At the Census of 3rd April, 1911, (Exclusive of Full-",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,112,113,51 | 50 | 52 | 53,51 | 52,4,2,859,boundary_multiple_tables,"Female Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion | Total Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion",,MUNICIPALITIES OF TASMANIA,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,113,114,53 | 52 | 54,52 | 53,3,2,860,boundary_multiple_tables,"52.—TOTAL POPULATION OF THE | 53.—POPULATION OF THE COUNTIES At the Census of 3rd April, 1911, (Exclusive of Full-",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,114,115,53 | 52 | 54,52 | 53,3,2,861,boundary_multiple_tables,"Total Population of the Municipalities of Tasmania, at the Census of 3rd April, 1911, Classified according to Religion | Population of the Counties of the Northern Territory, at the Census of 3rd April, 1911, Classified according to Religion and Sex",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,115,116,54 | 53 | 55 | 56,54 | 55,4,2,862,boundary_multiple_tables,"54. POPULATION OF THE DIVISIONS OF THE FEDERAL CAPITAL TERRITORY At the Census of 3rd April, 1911, Classified according to Religion and Sex | 55. NUMBER OF ABORIGINAL MALES RECORDED IN EACH STATE AND TERRITORY OF THE COMMONWEALTH At the Census of 3rd April, 1911, Classified according to Religion.",,,True,True,True,1,,False,
1911_census_volume_ii_part_vi_religions,1911 Census - Volume II - Part VI Religions.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VI Religions.pdf,119,118,119,57 | 56,,2,0,,non_table,,,PART VII. BLINDNESS AND DEAF MUTISM.,False,False,False,1,,False,
1911_census_volume_ii_part_vii_blindness_and_deaf_mutism,1911 Census - Volume II - Part VII Blindness and Deaf Mutism.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VII Blindness and Deaf Mutism.pdf,32,31,32,27 | 26,,2,0,,non_table,,,,False,False,False,1,The provided page is blank.,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,6,7,1 | 2 | 3,1 | 2,3,2,903,boundary_multiple_tables,"Persons of Non-European Race enumerated in the Commonwealth of Australia, at the Census of 3rd April 1911. Summary by States | Persons of Non-European Race enumerated in the Commonwealth of Australia, at the Census of 3rd April, 1911. Summary by Races",,,True,True,True,1,,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,7,8,3 | 2 | 4 | 5,3 | 4,4,2,904,boundary_multiple_tables,"Males of each Non-European Race enumerated in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911 | Females of each Non-European Race enumerated in the several States and Territories of the Commonwealth of Australia, at the Census of 3rd April, 1911",,,True,True,True,1,,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,8,9,5 | 4 | 6,4 | 5,3,2,905,boundary_multiple_tables,4.—FEMALES OF EACH NON-EUROPEAN RACE ENUMERATED IN THE STATES—continued. | 5.—PERSONS OF EACH NON-EUROPEAN RACE ENUMERATED IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,,,True,True,True,1,,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,9,10,6 | 5 | 7 | 8,6 | 7,4,2,906,boundary_multiple_tables,"Commonwealth of Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Commonwealth of Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,10,11,6 | 5 | 7 | 8,6 | 7,4,2,907,boundary_multiple_tables,"Commonwealth of Australia.—Males of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Commonwealth of Australia.—Females of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,11,12,8 | 7 | 9 | 10,8 | 9,4,2,908,boundary_multiple_tables,"Commonwealth of Australia.—Persons of Non-European Race enumerated at the Census of 3rd April, 1911, Classified according to Race and Age | Commonwealth of Australia.—Males of Non-European Race enumerated in the several States and Territories, at the Census of 3rd April, 1911, Classified according to Age",,,True,True,True,1,,False,
