doc_id,file_name,title,local_path,page_count,page_index,pdf_page,printed_page,page_type,is_contents_or_index,contains_numbered_table_list,contains_page_reference_column,is_table_page,likely_continues_contents,confidence,reason,warnings,error
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,3,4,900,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,4,5,901,contents,True,True,True,False,True,1,"The page is clearly a continuation of a table of contents, listing table numbers and their corresponding page references.",,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,5,6,902,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,6,7,903,table,False,True,False,True,False,1,The page contains two statistical tables (Table 1 and Table 2) presenting census data for non-European races.,,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,7,8,904,table,False,False,False,True,False,1,The page contains two statistical tables (Table 3 and Table 4) detailing non-European races by state and territory.,,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,8,9,905,table,False,False,False,True,False,1,The page contains two statistical tables detailing non-European races by state and territory.,,
1911_census_volume_ii_part_viii_non_european_races,1911 Census - Volume II - Part VIII Non-European Races.pdf,2112.0 - Volume II - Part VIII Non-European Races,data\raw\abs_1911_census\1911 Census - Volume II - Part VIII Non-European Races.pdf,177,9,10,906,table,False,False,False,True,False,1,"The page contains two statistical tables (Table 6 and Table 7) detailing census data by race, age, and gender.",,
1911_census_volume_iii_detailed_tables_index_parts_ix_xiv,1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,2112.0 - Volume III - Detailed Tables Index - Parts IX - XIV,data\raw\abs_1911_census\1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,4,0,1,,title_page,False,False,False,False,False,1,The page is clearly a title page for the 1911 Census Volume III publication.,,
1911_census_volume_iii_detailed_tables_index_parts_ix_xiv,1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,2112.0 - Volume III - Detailed Tables Index - Parts IX - XIV,data\raw\abs_1911_census\1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,4,1,2,,text,False,False,False,False,False,0.95,"The page is a 'Corrigenda' page, which lists corrections for errors found in the document. It is not a table of contents, index, or a statistical table page.",,
1911_census_volume_iii_detailed_tables_index_parts_ix_xiv,1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,2112.0 - Volume III - Detailed Tables Index - Parts IX - XIV,data\raw\abs_1911_census\1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,4,2,3,,text,False,False,False,False,False,1,"The page is a preface document containing introductory text and signature, not a table or index.",,
1911_census_volume_iii_detailed_tables_index_parts_ix_xiv,1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,2112.0 - Volume III - Detailed Tables Index - Parts IX - XIV,data\raw\abs_1911_census\1911 Census - Volume III Detailed Tables Index Parts IX - XIV.pdf,4,3,4,,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS OF VOLUME II' and 'CONTENTS OF VOLUME III' and lists parts with corresponding page ranges.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the document, containing the title, part number, and author information.",,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,1,2,1076,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists numbered tables with corresponding page references.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,2,3,1077,table,False,False,False,True,False,1,The page contains two distinct statistical tables (Table 1 and Table 2) presenting census data on conjugal condition.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,3,4,1078,table,False,False,False,True,False,1,The page contains a statistical table titled '3.—MALES ENUMERATED IN EACH STATE AND' showing census data by age and conjugal condition.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,4,5,1079,table,False,False,False,True,False,1,The page contains a statistical table showing conjugal condition by age and state/territory.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,5,6,1080,table,False,False,False,True,False,1,The page contains a statistical table showing females enumerated in each state by conjugal condition and age.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,6,7,1081,table,False,False,False,True,False,1,The page contains a statistical table detailing conjugal condition by age and state/territory.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,7,8,1082,table,False,False,False,True,False,1,The page contains a statistical table titled '5.-PERSONS ENUMERATED IN EACH STATE AND' detailing conjugal condition by age.,,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,8,9,1083,table,False,False,False,True,False,1,"The page contains a statistical table showing population data by conjugal condition, age, and state/territory.",,
1911_census_volume_iii_part_ix_conjugal_condition,1911 Census - Volume III - Part IX Conjugal Condition.pdf,2112.0 - Volume III - Part IX Conjugal Condition,data\raw\abs_1911_census\1911 Census - Volume III - Part IX Conjugal Condition.pdf,28,9,10,1084,table,False,False,False,True,False,1,The page contains a statistical table titled '6.—MALES ENUMERATED IN THE METROPOLITAN' showing census data by age and conjugal condition.,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the 1911 Census publication, Part X - Families.",,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,1,2,1104,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists tables with corresponding page numbers.,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,2,3,1105,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,3,4,1106,table,False,False,False,True,False,1,"The page contains two statistical tables (1. Relative ages of husbands and wives, 2. Relative religions of husbands and wives) with data rows and columns.",,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,4,5,1107,table,False,False,False,True,False,1,The page contains two statistical data tables regarding census information (ages of husbands/wives and religions of wives).,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,5,6,1108,table,False,False,False,True,False,1,"The page contains a statistical table titled '3.-RELATIVE BIRTHPLACES OF HUSBANDS AND At the Census of 3rd April, 1911'.",,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,6,7,1109,table,False,False,False,True,False,1,The page is a statistical table titled 'WIVES IN THE COMMONWEALTH OF AUSTRALIA' showing birthplaces.,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,7,8,1110,table,False,False,False,True,False,1,The page contains a large statistical table titled '3.—RELATIVE BIRTHPLACES OF HUSBANDS AND WIVES'.,,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,8,9,1111,table,False,False,False,True,False,1,"The page contains a statistical data table regarding birthplaces of wives, with no table of contents or index structure.",,
1911_census_volume_iii_part_x_families,1911 Census - Volume III - Part X Families.pdf,2112.0 - Volume III - Part X Families,data\raw\abs_1911_census\1911 Census - Volume III - Part X Families.pdf,104,9,10,1112,table,False,False,False,True,False,1,The page contains statistical data tables for New South Wales and Victoria regarding the relative ages of husbands and wives.,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the document, containing the title, census date, part number, and author information.",,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,1,2,1208,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists tables with corresponding page numbers.,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,2,3,1209,table,False,False,False,True,False,1,The page contains a statistical life table for the Commonwealth of Australia (1881-90).,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,3,4,1210,table,False,False,False,True,False,1,The page contains statistical life tables for Commonwealth males and females.,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,4,5,1211,table,False,False,False,True,False,1,"The page contains a statistical life table for females, showing age-specific data.",,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,5,6,1212,table,False,False,False,True,False,1,The page contains two statistical life tables (Commonwealth Female Life Table 1881-90 and Commonwealth Male Life Table 1891-1900).,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,6,7,1213,table,False,False,False,True,False,1,"The page contains a statistical life table for males, showing age-specific data.",,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,7,8,1214,table,False,False,False,True,False,1,"The page contains a statistical life table for Commonwealth females, 1891-1900.",,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,8,9,1215,table,False,False,False,True,False,1,The page contains statistical life tables for female and male populations.,,
1911_census_volume_iii_part_xi_life_tables,1911 Census - Volume III - Part XI Life Tables.pdf,2112.0 - Volume III - Part XI Life Tables,data\raw\abs_1911_census\1911 Census - Volume III - Part XI Life Tables.pdf,72,9,10,1216,table,False,False,False,True,False,1,"The page contains a statistical life table for males, with columns for age, survivors, deaths, and various actuarial metrics.",,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the document, containing the title, part number, and author information.",,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,1,2,1280,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists numbered tables with corresponding page references.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,2,3,1281,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,3,4,1282,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued.' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,4,5,1283,table,False,False,False,True,False,1,The page contains a statistical table summarizing occupations of the population.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,5,6,1284,table,False,False,False,True,False,1,The page contains a statistical table titled 'Comparative Statement of Occupations of the Population of the Commonwealth of Australia'.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,6,7,1285,table,False,False,False,True,False,1,The page contains a statistical table comparing occupations across census years.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,7,8,1286,table,False,False,False,True,False,1,The page contains a statistical table titled 'Comparative Statement of Occupations of the Population of the State of New South Wales'.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,8,9,1287,table,False,False,False,True,False,1,The page contains a statistical table titled '5.—COMPARATIVE STATEMENT OF OCCUPATIONS OF THE POPULATION OF THE STATE OF VICTORIA'.,,
1911_census_volume_iii_part_xii_occupations,1911 Census - Volume III - Part XII Occupations.pdf,2112.0 - Volume III - Part XII Occupations,data\raw\abs_1911_census\1911 Census - Volume III - Part XII Occupations.pdf,570,9,10,1288,table,False,False,False,True,False,1,The page contains a statistical table titled '6.—COMPARATIVE STATEMENT OF OCCUPATIONS OF THE POPULATION OF THE STATE OF QUEENSLAND'.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the census document, containing the title, part number, and author information.",,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,1,2,1850,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists numbered tables with corresponding page references.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,2,3,1851,contents,True,True,True,False,True,1,"The page is clearly a continuation of a table of contents, indicated by the header 'CONTENTS—continued.' and a list of numbered tables with corresponding page numbers.",,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,3,4,1852,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,4,5,1853,table,False,False,False,True,False,1,The page contains two statistical tables (Table 1 and Table 2) presenting census data for dwellings and population.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,5,6,6,table,False,False,False,True,False,1,The page contains two distinct statistical tables (Table 3 and Table 4) presenting census data for dwellings.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,6,7,1855,table,False,False,False,True,False,1,"The page contains statistical data tables regarding dwellings in Australia, specifically 'Dwellings other than private' and 'All dwellings'.",,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,7,8,1856,table,False,False,False,True,False,1,The page contains statistical data tables regarding occupied dwellings by number of rooms.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,8,9,1857,table,False,False,False,True,False,1,The page contains a statistical table titled '6.—OCCUPIED DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA'.,,
1911_census_volume_iii_part_xiii_dwellings,1911 Census - Volume III - Part XIII Dwellings.pdf,2112.0 - Volume III - Part XIII Dwellings,data\raw\abs_1911_census\1911 Census - Volume III - Part XIII Dwellings.pdf,200,9,10,1858,table,False,False,False,True,False,1,The page contains a statistical table titled '7. OCCUPIED DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA'.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,0,1,,title_page,False,False,False,False,False,1,"The page is clearly a title page for the 1911 Census publication, containing the title, part number, and author information.",,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,1,2,2050,contents,True,True,True,False,False,1,The page is explicitly titled 'CONTENTS' and lists numbered tables with corresponding page references.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,2,3,2051,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS-continued' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,3,4,2052,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists numbered tables with corresponding page references.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,4,5,2053,contents,True,True,True,False,True,1,The page is explicitly titled 'CONTENTS—continued' and lists table numbers with corresponding page references.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,5,6,2054,table,False,False,False,True,False,1,The page contains three distinct statistical tables presenting population data for the Australian states and territories.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,6,7,2055,table,False,False,False,True,False,1,The page contains statistical data tables comparing population across Australian states and territories for different years.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,7,8,2056,table,False,False,False,True,False,1,The page contains two statistical tables: 'Increase of Population in the Several States and Territories' and 'Adjusted Population of the Several States and the Northern Territory'.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,8,9,2057,table,False,False,False,True,False,1,The page contains a statistical table titled '6.—ADJUSTED MEAN POPULATION OF THE SEVERAL STATES AND THE NORTHERN TERRITORY'.,,
1911_census_volume_iii_part_xiv_summary,1911 Census - Volume III - Part XIV Summary.pdf,2112.0 - Volume III - Part XIV Summary,data\raw\abs_1911_census\1911 Census - Volume III - Part XIV Summary.pdf,244,9,10,2058,table,False,False,False,True,False,1,The page contains a statistical table detailing the male population of Australian states and territories by age.,,
