doc_id,model,page_index,pdf_page,printed_page,page_type,has_table,table_count,table_numbers,table_titles,table_subjects,geographies,page_roles,confidence,warnings,error
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,96,97,1945,table,True,1,,THE STATE OF TASMANIA to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals.,Private dwellings by number of rooms and weekly rental value,Tasmania,complete_on_page,0.95,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,97,98,1946,table,True,1,45,OCCUPIED DWELLINGS IN THE DWELLINGS OTHER THAN PRIVATE,Number of dwellings containing rooms to the number of 1-11 by weekly rental value,Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,98,99,1947,table,True,1,,Number of Dwellings Containing Rooms to the Number of - Dwellings other than private,Dwellings other than private by number of rooms and weekly rental value,Tasmania,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,99,100,1948,table,True,2,46 | 47,"OCCUPIED DWELLINGS IN At the Census of 3rd April, 1911, Classified according (Exclusive of Dwellings occupied",Occupied dwellings by weekly rental value and number of rooms,Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,100,101,1949,table,True,2,,THE NORTHERN TERRITORY to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals | THE FEDERAL TERRITORY to Weekly Rental Value and Number of Rooms solely by Full-blooded Aboriginals,Dwellings by number of rooms and weekly rental value,Northern Territory | Federal Territory,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,101,102,1050,table,True,1,48,"OCCUPIED PRIVATE DWELLINGS IN At the Census of 3rd April, 1911, Classified according to Weekly (Exclusive of Dwellings occupied",Occupied private dwellings classified by weekly rental value and number of rooms,Australia,complete_on_page,0.95,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,102,103,103,table,True,1,,"Rental Value, Number of Rooms and Method of Occupancy solely by Full-blooded Aboriginals","Dwellings containing rooms by weekly rental value, occupied by owners",Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,103,104,104,table,True,1,48,OCCUPIED PRIVATE DWELLINGS IN THE,"Number of dwellings containing rooms to the number of 1-11, by weekly rental value, occupied by rent purchasers",Australia,complete_on_page,0.95,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,104,105,1053,table,True,1,,Number of Dwellings Containing Rooms to the Number of... Occupied by Rent Purchasers,Dwellings occupied by rent purchasers by number of rooms and weekly rental value,Commonwealth of Australia,continues,0.95,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,105,106,1054,table,True,1,48,Occupied private dwellings in the,"Number of dwellings containing rooms to the number of, by weekly rental value, occupied by tenants",Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,106,107,1955,table,True,1,,Number of Dwellings Containing Rooms to the Number of... Occupied by Tenants,Dwellings by number of rooms and weekly rental value,Commonwealth of Australia,continues,0.95,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,107,108,1956,table,True,1,48,"Occupied private dwellings in the Commonwealth: Weekly rental value of dwellings containing 1 to 11 rooms, other and unspecified methods of occupancy",Weekly rental value of occupied private dwellings by number of rooms,Commonwealth of Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,108,109,1957,table,True,1,,Number of Dwellings Containing Rooms to the Number of—Other and Unspecified Methods of Occupancy,Dwellings by number of rooms and weekly rental value,Commonwealth of Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,109,110,1958,table,True,1,49,OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA,Occupied private dwellings classified by weekly rental value and method of occupancy (Occupied by Owners),Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,110,111,1959,table,True,1,49,OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES,Occupied private dwellings by weekly rental value and rent purchasers,Australia (States and Territories),continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,111,112,1960,table,True,1,49,Occupied private dwellings in the several States and Territories,Weekly rental value of occupied private dwellings by tenants,Australia (States and Territories),continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,112,113,1961,table,True,1,49,OCCUPIED PRIVATE DWELLINGS IN THE SEVERAL STATES AND TERRITORIES,Weekly rental value of occupied private dwellings by other and unspecified methods of occupancy,Australia (States and Territories),continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,113,114,1962,table,True,2,50 | 51,"DWELLINGS OCCUPIED, UNOCCUPIED AND BEING BUILT IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA | OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA",Dwellings by occupancy status in metropolitan areas | Occupied dwellings by nature of dwelling in metropolitan areas,Metropolitan areas of Australian states,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,114,115,1963,table,True,1,52,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings classified according to number of rooms,Metropolitan areas of the several states of the Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,115,116,1964,table,True,1,53,OCCUPIED DWELLINGS OF 20 ROOMS AND UPWARDS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings of 20 rooms and upwards by number of rooms and metropolitan area,Metropolitan areas of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,116,117,1965,table,True,1,54,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied dwellings classified by materials of outer walls,Metropolitan areas of Australian states,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,117,118,118,table,True,1,55,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Weekly Rental Value of Private Dwellings,Metropolitan Areas of Australian States,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,118,119,1967,table,True,1,55,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS,"Dwellings other than private, classified by weekly rental value",Metropolitan Areas of Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,119,120,1968,table,True,1,55,OCCUPIED DWELLINGS IN THE METROPOLITAN AREAS,All dwellings by weekly rental value,"Metropolitan areas of Sydney, Melbourne, Brisbane, Adelaide, Perth, and Hobart",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,120,121,1969,table,True,1,56,OCCUPIED PRIVATE DWELLINGS IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Occupied private dwellings classified by weekly rental value and method of occupancy,Metropolitan areas of Australian states,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,121,122,122,table,True,1,56,OCCUPIED PRIVATE DWELLINGS IN THE METROPOLITAN AREAS,Weekly rental value of occupied private dwellings by rent purchasers and tenants,"Metropolitan Areas of Sydney, Melbourne, Brisbane, Adelaide, Perth, Hobart",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,122,123,1971,table,True,1,56,Occupied Private Dwellings in the Metropolitan Areas,Weekly rental value of occupied private dwellings,"Metropolitan Areas of Sydney, Melbourne, Brisbane, Adelaide, Perth, Hobart",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,123,124,1972,table,True,2,56 | 57,OCCUPIED PRIVATE DWELLINGS IN THE METROPOLITAN AREAS | INMATES OF DWELLINGS (CLASSIFIED ACCORDING TO NUMBER OF ROOMS) IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Weekly rental value and methods of occupancy | Inmates of private dwellings and other than private dwellings by number of rooms,Metropolitan areas of Australian states,continues | complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,124,125,1973,table,True,2,57 | 58,INMATES OF DWELLINGS IN THE METROPOLITAN AREAS | INMATES OF DWELLINGS (CLASSIFIED ACCORDING TO MATERIALS OF WHICH OUTER WALLS WERE BUILT) IN THE METROPOLITAN AREAS OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA,Inmates of dwellings by number of rooms | Inmates of dwellings by material of outer walls,Metropolitan areas of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,125,126,126,table,True,3,59 | 60 | 61,AVERAGE NUMBER OF INMATES PER OCCUPIED PRIVATE DWELLING | AVERAGE NUMBER OF INMATES PER ROOM IN OCCUPIED PRIVATE DWELLINGS | AVERAGE WEEKLY RENTAL VALUE OF OCCUPIED PRIVATE DWELLINGS,Average number of inmates per occupied private dwelling by number of rooms and state/region | Average number of inmates per room in occupied private dwellings by number of rooms and state/region | Average weekly rental value of occupied private dwellings by number of rooms and state/region,Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,126,127,1975,table,True,1,,ACCORDING TO NUMBER OF ROOMS IN THE SEVERAL STATES AND TERRITORIES,Dwellings of Full-blooded Aboriginals by number of rooms,Australia,complete_on_page,0.9,"The page contains three separate tables stacked vertically, all sharing similar headers and subjects. They are treated as a single inventory entry due to the lack of explicit table numbers.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,127,128,1976,table,True,2,62 | 63,AVERAGE WEEKLY RENTAL VALUE PER ROOM IN OCCUPIED PRIVATE DWELLINGS | AVERAGE WEEKLY RENTAL VALUE PER INMATE IN OCCUPIED PRIVATE DWELLINGS,Average weekly rental value per room | Average weekly rental value per inmate,Territories of the Commonwealth of Australia | States and Territories of the Commonwealth of Australia,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,128,129,1977,table,True,1,,"Dwellings (classified according to number of rooms) in the several States and at the Census of 3rd April, 1911 (solely by Full-blooded Aboriginals)",Dwellings by number of rooms and state,Australia,complete_on_page,0.9,"The page contains two separate tables with identical headers and titles, which is unusual. They may represent different dwelling types not explicitly distinguished in the text.",
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,129,130,1978,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA","Number of occupied dwellings containing rooms to the number of 1 to 8, classified by private and other dwellings",New South Wales,starts,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,130,131,1979,table,True,1,64,"Occupied dwellings in each county, etc., of the several states",Number of occupied dwellings containing rooms to the number of 1 to 8,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,131,132,132,table,True,1,64,"Occupied dwellings in each county, etc., of the several states",Number of occupied dwellings containing rooms to the number of 9 to 15,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,132,133,1981,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 9 to 15,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,133,134,134,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES","Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, Unspecified, and Total",New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,134,135,1983,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES","Number of occupied dwellings containing rooms 16 to 20 and over, unspecified, and total",New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,135,136,1984,table,True,1,64,"Occupied dwellings in each county, etc., of the several states",Number of occupied dwellings containing rooms to the number of 1 to 15,Victoria,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,136,137,1985,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing specified number of rooms,Victoria,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,137,138,1986,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 1 to 8,Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,138,139,1987,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 9 to 15,Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,139,140,140,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES","Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, unspecified, and total",Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,140,141,1989,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 1 to 8,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,141,142,1990,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 9 to 15,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,142,143,1991,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES","Number of occupied dwellings containing rooms to the number of 16, 17, 18, 19, 20 and over, Unspecified, Total, and Other Camps without Dwellings",South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,143,144,1992,table,True,1,64,"Occupied dwellings in each county, etc., of the several states",Number of occupied dwellings containing rooms to the number of 1 to 15,Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,144,145,1993,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Occupied dwellings by number of rooms,Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,145,146,1994,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 1 to 8,"Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,146,147,1995,table,True,1,64,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Number of occupied dwellings containing rooms to the number of 9 to 15,"Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,147,148,1996,table,True,1,64,"Occupied dwellings in each county, etc., of the several states",Occupied dwellings by number of rooms,Tasmania,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,148,149,1997,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA",Occupied dwellings by material of outer walls,New South Wales,starts,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,149,150,1998,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,150,151,1999,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,151,152,2000,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,152,153,2001,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,153,154,2002,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,154,155,2003,table,True,1,65,"Occupied dwellings in each county, etc., of the several states",Materials of which outer walls were built,Victoria,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,155,156,2004,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,Victoria,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,156,157,2005,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",MATERIALS OF WHICH OUTER WALLS WERE BUILT,Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,157,158,2006,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,158,159,2007,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,159,160,2008,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,160,161,2009,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,161,162,2010,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,162,163,2011,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,163,164,2012,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,Western Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,164,165,2013,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,"Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,165,166,2014,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of which outer walls were built,"Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,166,167,2015,table,True,1,65,"OCCUPIED DWELLINGS IN EACH COUNTY, ETC., OF THE SEVERAL STATES",Materials of outer walls of dwellings,"Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,167,168,2016,table,True,1,66,"AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS IN EACH COUNTY, ETC., At the Census of 3rd April, 1911, Classified according to number of Rooms",Average weekly rental value of private dwellings by number of rooms,New South Wales,starts,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,168,169,2017,table,True,1,,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF,Average weekly rental value of private dwellings by number of rooms and county,New South Wales,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,169,170,170,table,True,1,66,Average weekly rental value of private dwellings containing rooms to the number of 1 to 9,Average weekly rental value of private dwellings by number of rooms,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,170,171,2019,table,True,1,,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF 10-16 AND OVER,Average weekly rental value of private dwellings by number of rooms and county,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,171,172,2020,table,True,1,66,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF 1-9,Average weekly rental value of private dwellings by number of rooms,Victoria and Queensland,complete_on_page,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,172,173,2021,table,True,1,,"DWELLINGS IN EACH COUNTY, ETC.—continued. AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF—",Average weekly rental value of private dwellings by number of rooms,Victoria and Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,173,174,2022,table,True,1,66,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF 1-9,Average weekly rental value of private dwellings by number of rooms,Queensland and South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,174,175,2023,table,True,1,,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF,Average weekly rental value of private dwellings by number of rooms,Queensland and South Australia,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,175,176,2024,table,True,1,66,AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS,Average weekly rental value of private dwellings containing 1 to 9 rooms,Western Australia and Tasmania,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,176,177,2025,table,True,1,,"DWELLINGS IN EACH COUNTY, ETC.—continued. AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF—",Average weekly rental value of private dwellings by number of rooms,Western Australia and Tasmania,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,177,178,2026,table,True,2,66 | 67,"AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF | AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS AND RENTAL VALUES IN EACH COUNTY, ETC., OF THE SEVERAL STATES AND TERRITORIES OF THE COMMONWEALTH OF AUSTRALIA","Average weekly rental value of private dwellings by number of rooms | Area, population, density, occupied dwellings, and rental values",Northern Territory and Federal Territory | New South Wales,complete_on_page | starts,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,178,179,2027,table,True,2,67,"AVERAGE WEEKLY RENTAL VALUE OF PRIVATE DWELLINGS CONTAINING ROOMS TO THE NUMBER OF... - continued | AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS AND RENTAL VALUES - continued","Average weekly rental value of private dwellings by number of rooms | Area, population, density, occupied dwellings and rental values",Northern Territory and Federal Territory | New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,179,180,2028,table,True,1,67,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS AND RENTAL VALUES","Area, population, density, occupied dwellings, and rental values by county and census district",Victoria and Queensland,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,180,181,2029,table,True,1,67,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS AND RENTAL VALUES","Census data for Queensland, South Australia, and Western Australia","Queensland, South Australia, Western Australia",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,181,182,2030,table,True,1,67,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS AND RENTAL VALUES","Area, population, density, occupied dwellings and rental values by statistical district","Western Australia, Tasmania, Northern Territory, Federal Territory",continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,182,183,2031,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA OF THE SEVERAL STATES OF THE COMMONWEALTH OF AUSTRALIA","Area, population, density, and occupied dwellings by local government area",New South Wales,starts,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,183,184,2032,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA","Area, population, density, and dwellings by local government area",New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,184,185,2033,table,True,1,68,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA",Dwellings and population statistics for local government areas in New South Wales,New South Wales,continues,1,,
abs_1911_census_volume_iii_part_xiii_dwellings,google/gemini-3.1-flash-lite,185,186,2034,table,True,1,69,"AREA, POPULATION, DENSITY, OCCUPIED DWELLINGS, ETC., IN EACH LOCAL GOVERNMENT AREA",Census statistics for Shires in New South Wales,"New South Wales, Australia",continues,1,,
