doc_id,file_name,local_path,page_count,page_index,pdf_page,candidate_table_numbers,matched_table_numbers,candidate_count,matched_count,printed_page,page_role,visible_titles,visible_subentry,visible_section,contains_multiple_tables,contains_table_header,contains_table_body,confidence,warnings,candidate_mismatch,error
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,19,20,9 | 8 | 10,9,3,1,642,continues,9.—NEW SOUTH WALES.—NUMBER OF MALES RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,20,21,9 | 8 | 10,9,3,1,643,continues,9.-NEW SOUTH WALES.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued.,,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,21,22,9 | 8 | 10,9,3,1,644,continues,"New South Wales-Number of Males Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,22,23,9 | 8 | 10,9,3,1,645,ends,9.-NEW SOUTH WALES.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,23,24,10 | 9 | 11,9 | 10,3,2,646,boundary_multiple_tables,9.-NEW SOUTH WALES.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued. | 10.-NEW SOUTH WALES.-NUMBER OF FEMALES RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,24,25,10 | 9 | 11,10,3,1,647,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,25,26,10 | 9 | 11,10,3,1,648,continues,10.—NEW SOUTH WALES.—NUMBER OF FEMALES RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,26,27,10 | 9 | 11,10,3,1,649,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,27,28,10 | 9 | 11,10,3,1,650,continues,10.—NEW SOUTH WALES.—NUMBER OF FEMALES RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,28,29,10 | 9 | 11,10,3,1,651,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,29,30,10 | 9 | 11,10,3,1,652,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,30,31,10 | 9 | 11,10,3,1,653,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,31,32,10 | 9 | 11,10,3,1,654,continues,10.—NEW SOUTH WALES.—NUMBER OF FEMALES RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,32,33,10 | 9 | 11,10,3,1,655,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,33,34,10 | 9 | 11,10,3,1,656,continues,10.—NEW SOUTH WALES.—NUMBER OF FEMALES RECORDED IN EACH COUNTY—continued.,,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,34,35,10 | 9 | 11,10,3,1,657,continues,"New South Wales-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,35,36,10 | 9 | 11,10,3,1,658,continues,10.-NEW SOUTH WALES.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,36,37,11 | 10 | 12,10 | 11,3,2,659,boundary_multiple_tables,10.-NEW SOUTH WALES.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued. | 11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,37,38,11 | 10 | 12,11,3,1,660,continues,11.—NEW SOUTH WALES.—NUMBER OF PERSONS RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,38,39,11 | 10 | 12,11,3,1,661,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,39,40,11 | 10 | 12,11,3,1,662,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,40,41,11 | 10 | 12,11,3,1,663,continues,"New South Wales-Number of Persons Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,CUNNINGHAM to DURHAM,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,41,42,11 | 10 | 12,11,3,1,664,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,42,43,11 | 10 | 12,11,3,1,665,continues,"New South Wales-Number of Persons Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,43,44,11 | 10 | 12,11,3,1,666,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,44,45,11 | 10 | 12,11,3,1,667,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,45,46,11 | 10 | 12,11,3,1,668,continues,11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,46,47,11 | 10 | 12,11,3,1,669,continues,11.—NEW SOUTH WALES.—NUMBER OF PERSONS RECORDED IN EACH COUNTY—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,47,48,11 | 10 | 12,11,3,1,670,continues,"New South Wales-Number of Persons Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,48,49,11 | 10 | 12,11,3,1,671,ends,11.—NEW SOUTH WALES.—NUMBER OF PERSONS RECORDED IN EACH COUNTY—continued.,,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,49,50,11 | 10 | 12,11,3,1,672,ends,"11.-NEW SOUTH WALES.-NUMBER OF PERSONS RECORDED IN EACH COUNTY, AT THE CENSUS OF 3RD APRIL, 1911, CLASSIFIED ACCORDING TO SCHOOLING AND AGE",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,50,51,12 | 11 | 13,12,3,1,673,continues,"12.-VICTORIA.-NUMBER OF MALES RECORDED IN EACH COUNTY At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,51,52,12 | 11 | 13,12,3,1,674,continues,"Victoria-Number of Males Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,52,53,12 | 11 | 13,12,3,1,675,ends,"Victoria-Number of Males Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,53,54,13 | 12 | 14,12 | 13,3,2,676,boundary_multiple_tables,"12.-VICTORIA.-NUMBER OF MALES RECORDED IN EACH COUNTY-continued. | 13.-VICTORIA-NUMBER OF FEMALES RECORDED IN EACH COUNTY At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,54,55,13 | 12 | 14,13,3,1,677,continues,13.-VICTORIA.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,55,56,13 | 12 | 14,13,3,1,678,continues,"Victoria-Number of Females Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,56,57,13 | 12 | 14,13,3,1,679,ends,13.-VICTORIA.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,57,58,14 | 13 | 15,13 | 14,3,2,680,boundary_multiple_tables,13.-VICTORIA.-NUMBER OF FEMALES RECORDED IN EACH COUNTY-continued. | 14.-VICTORIA.-NUMBER OF PERSONS RECORDED IN EACH COUNTY,,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,58,59,14 | 13 | 15,14,3,1,681,continues,14.-VICTORIA.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,59,60,14 | 13 | 15,14,3,1,682,continues,14.-VICTORIA.-NUMBER OF PERSONS RECORDED IN EACH COUNTY-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,60,61,14 | 13 | 15,14,3,1,683,continues,"Victoria-Number of Persons Recorded in each County, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,61,62,15 | 14 | 16,14 | 15,3,2,684,boundary_multiple_tables,"14. VICTORIA.—NUMBER OF PERSONS RECORDED IN EACH COUNTY—continued. | 15.—QUEENSLAND—NUMBER OF MALES RECORDED IN EACH CENSUS DISTRICT At the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,62,63,15 | 14 | 16,15,3,1,685,continues,15.-QUEENSLAND.-NUMBER OF MALES RECORDED IN EACH CENSUS DISTRICT-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,63,64,15 | 14 | 16,15,3,1,686,continues,15.-QUEENSLAND.-NUMBER OF MALES RECORDED IN EACH CENSUS DISTRICT-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,64,65,15 | 14 | 16,15,3,1,687,continues,"Queensland-Number of Males Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,65,66,15 | 14 | 16,15,3,1,688,continues,"Queensland-Number of Males Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,66,67,15 | 14 | 16,15,3,1,689,continues,15. QUEENSLAND.—NUMBER OF MALES RECORDED IN EACH CENSUS DISTRICT—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,67,68,15 | 14 | 16,15,3,1,690,continues,"Queensland-Number of Males Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,68,69,16 | 15 | 17,16,3,1,691,continues,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,69,70,16 | 15 | 17,16,3,1,692,continues,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,70,71,16 | 15 | 17,16,3,1,693,continues,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,71,72,16 | 15 | 17,16,3,1,694,continues,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,72,73,16 | 15 | 17,16,3,1,695,continues,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,73,74,16 | 15 | 17,16,3,1,696,ends,16.—QUEENSLAND.—NUMBER OF FEMALES RECORDED IN EACH CENSUS DISTRICT—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,74,75,17 | 16 | 18,16 | 17,3,2,697,boundary_multiple_tables,"Queensland-Number of Females Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age | Queensland-Number of Persons Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,75,76,17 | 16 | 18,17,3,1,698,continues,17. QUEENSLAND.—NUMBER OF PERSONS RECORDED IN EACH CENSUS DISTRICT—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,76,77,17 | 16 | 18,17,3,1,699,continues,17.-QUEENSLAND.-NUMBER OF PERSONS RECORDED IN EACH CENSUS DISTRICT-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,77,78,17 | 16 | 18,17,3,1,700,continues,17.—QUEENSLAND.—NUMBER OF PERSONS RECORDED IN EACH CENSUS DISTRICT—continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,78,79,17 | 16 | 18,17,3,1,701,continues,"Queensland-Number of Persons Recorded in each Census District, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,False,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,79,80,17 | 16 | 18,17,3,1,702,ends,17.-QUEENSLAND.-NUMBER OF PERSONS RECORDED IN EACH CENSUS DISTRICT-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,80,81,17 | 16 | 18,17,3,1,703,ends,17.-QUEENSLAND.-NUMBER OF PERSONS RECORDED IN EACH CENSUS DISTRICT-continued.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,81,82,18 | 17 | 19,18,3,1,704,continues,"South Australia-Number of Males Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,82,83,18 | 17 | 19,18,3,1,705,continues,"South Australia-Number of Males Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,83,84,18 | 17 | 19,18,3,1,706,continues,"South Australia-Number of Males Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,84,85,18 | 17 | 19,18,3,1,707,ends,18.-SOUTH AUSTRALIA.-NUMBER OF MALES RECORDED IN EACH COUNTY OR DIVISION-cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,85,86,19 | 18 | 20,18 | 19,3,2,708,boundary_multiple_tables,"South Australia-Number of Males Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age | South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,86,87,19 | 18 | 20,19,3,1,709,continues,19.—SOUTH AUSTRALIA.—NUMBER OF FEMALES RECORDED IN EACH COUNTY OR DIVISION—cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,87,88,19 | 18 | 20,19,3,1,710,continues,19.—SOUTH AUSTRALIA.—NUMBER OF FEMALES RECORDED IN EACH COUNTY OR DIVISION—cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,88,89,19 | 18 | 20,19,3,1,711,continues,"South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,89,90,19 | 18 | 20,19,3,1,712,ends,"South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,90,91,20 | 19 | 21,19 | 20,3,2,713,boundary_multiple_tables,"South Australia-Number of Females Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age | South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,True,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,91,92,20 | 19 | 21,20,3,1,714,continues,"South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,92,93,20 | 19 | 21,20,3,1,715,continues,20.-SOUTH AUSTRALIA.-NUMBER OF PERSONS RECORDED IN EACH COUNTY OR DIVISION-cont.,,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,93,94,20 | 19 | 21,20,3,1,716,continues,"South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,94,95,20 | 19 | 21,20,3,1,717,continues,"South Australia-Number of Persons Recorded in each County or Division, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,95,96,21 | 20 | 22,21,3,1,718,continues,"21.-WESTERN AUSTRALIA.-NUMBER OF MALES RECORDED IN EACH STATISTICAL DISTRICT, at the Census of 3rd April, 1911, Classified according to Schooling and Age",,,False,True,True,1,,False,
1911_census_volume_ii_part_v_schooling,1911 Census - Volume II - Part V Schooling.pdf,data\raw\abs_1911_census\1911 Census - Volume II - Part V Schooling.pdf,124,96,97,21 | 20 | 22,21,3,1,719,ends,21.—WESTERN AUSTRALIA.—NUMBER OF MALES RECORDED IN EACH STATISTICAL DISTRICT.—cont.,,,False,False,True,1,,False,
